Id,UserName,UserURL,Version,Score,Title,Text,URL
gp:AOqpTOGkku7ja1J0jYEpwj6X627FvP2E5iNeO_U_fEYtdaLpD52yk3KvL2EydB2b6BpCQLfTyF3Nkb5scy_a984,TheErikrahl,https://play-lh.googleusercontent.com/a/AATXAJwb99JbFMmk7UUkKQCZhU7xnYReJC3sxu0hf9Dh=mo,1.18.2.03,5,,"Play your way and have a blast. Being a fully grown child...er adult, i can say playing with blocks is awesome. Kill a chicken, punch a goat, build a house or float a boat choice is yours. Fun by yourself or with friends with variable difficulty and a seemingly infinite supply of worlds to explore. Its wholesome and we need more of it.",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGkku7ja1J0jYEpwj6X627FvP2E5iNeO_U_fEYtdaLpD52yk3KvL2EydB2b6BpCQLfTyF3Nkb5scy_a984
gp:AOqpTOF5fTBFXZxrbmALirkXptiIHky2Fn1Q-teeVBqytGlTkj4nXb_MfvgNMwz66aGxftT-JFOCLjk73tv2AwI,OneForJ,https://play-lh.googleusercontent.com/a-/AOh14Gg5WB92JcHbkHsyk4JSc5_NWX0yHHUWKLojfxvU4g,1.18.2.03,4,,This is a great game! Probably my favorite game but we need more buttons for the controls. I'm a speedrunner and I love pvp so most of the time I get annoyed that their isn't a button for F5(third person) please mojang add and controls to the game in a future update. P.S. this game was also really laggy for me but I recently just upgraded my phone I have no problems with lag anymore!,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOF5fTBFXZxrbmALirkXptiIHky2Fn1Q-teeVBqytGlTkj4nXb_MfvgNMwz66aGxftT-JFOCLjk73tv2AwI
gp:AOqpTOEeiYg2x7hOhLyX7Jl-KVygTlgzfrrhGAWbzyRYbVo5mNRDqFf_IT5eccu_7I1oscLYPhi2H0C_fj7-pZQ,strawberryxqueen,https://play-lh.googleusercontent.com/a-/AOh14GgWgpRDBM9g2tavoIGHAEzzMmdQ88WOXxoYyXW3mg,1.18.2.03,5,,"I love it, it's fun and enjoyable. However, after the 1.18.2 update a thing pops up to update the world, and when I click ok, the whole thing freezes on me and I have to exit the app. It isn't letting me play at all anymore, and I don't want to delete the app and risk losing everything! Please fix this! I want to play!",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEeiYg2x7hOhLyX7Jl-KVygTlgzfrrhGAWbzyRYbVo5mNRDqFf_IT5eccu_7I1oscLYPhi2H0C_fj7-pZQ
gp:AOqpTOHmtCTiLXtyNdPTL3wO3dRrTL-JImC0kvQMSrlCAsSRz1CHGny3rzJnEIS2gJCBdr1vCbir_QWG0dUl8Cg,Max Floate,https://play-lh.googleusercontent.com/a-/AOh14GjzyYYSk2F_kL8bIsp1BFPNvvMEDSrXerTUwHlAeA,1.18.2.03,5,,"This game is AMAZING! Really good graphics and good marketplace. The game is probably one of my favorite games to play offline because the regular stuff, like just playing the normal game modes like, survival and creative mode and so on. The mods for the game are pretty good and the texture packs are pretty good. The full game you get is when you buy the game. Get the game, the game is perfect for $4-6. I highly recommend it.",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHmtCTiLXtyNdPTL3wO3dRrTL-JImC0kvQMSrlCAsSRz1CHGny3rzJnEIS2gJCBdr1vCbir_QWG0dUl8Cg
gp:AOqpTOHJ_oCzcWOVXTwWo1kFPRWFw_aQeH9OsBDTTro9bUD6eXZGeRC7iHlM7By3NaF3rMA9T7-rxHwTnVdr_Z0,themadhatter,https://play-lh.googleusercontent.com/a-/AOh14Gh2-wEU1-jNBf6OCL8PDI6k3J2_gxHYmhrHYFTIOg,1.18.2.03,5,,"Overall it's a amazing game and I love playing it but y'all need to work on mobile system and stuff I try loading up a world with mods on it for a video and I can't even access this world without it closing the game on my phone and making me reopen the app and then when I reopen it, it still closes the game on me please fix that would gladly appreciate it but other then that overall great game to play if you like being able to do just about anything you put your mind too.👍",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHJ_oCzcWOVXTwWo1kFPRWFw_aQeH9OsBDTTro9bUD6eXZGeRC7iHlM7By3NaF3rMA9T7-rxHwTnVdr_Z0
gp:AOqpTOFcVIBNjJK5kb07MULj1QPSgseoDgol2efDedaASowLKu935Pt-LJmKsrX7jrYwvHJYN08NqCvv8ijlurg,Tarrna Wirts,https://play-lh.googleusercontent.com/a-/AOh14GgAL2sIKIUGX_6nzFv7sZ7NQvVvO_CjeWIplazTQg,1.18.2.03,4,,"its so fun. also you can get mods most of them work also you can play on survival or creative on survival mode you need to get supplies to survive the night mobs including The Zombie, skeleton, creeper, spider , and ender man and more. in creative mode you can build anything! i have a couple of problems one is that there are a lot of updates second is that it sometimes wont let you in the game if you fix second one then i will give five stars again",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFcVIBNjJK5kb07MULj1QPSgseoDgol2efDedaASowLKu935Pt-LJmKsrX7jrYwvHJYN08NqCvv8ijlurg
gp:AOqpTOGrSLO-Wit8f0iy_AqWwIQ9DeVL8YPDWIC8boB76RC7paGSeB61DJMEoa_cO3H1BrtvZDRUE0dBm-hotPI,Tabby The Dog,https://play-lh.googleusercontent.com/a/AATXAJwLeHPPxBEr0SgdZSwaS7wP7pnbT5JACx_TZxRS=mo,1.18.2.03,4,,"Hi, this game is AWESOME! But I have 1 problem, everytime I try to get to the 'lowest to highest price' in the marketplace, it just shows 'No search results for """" ', can you guys try to fix it? If it helps, I play on pocket edition.",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGrSLO-Wit8f0iy_AqWwIQ9DeVL8YPDWIC8boB76RC7paGSeB61DJMEoa_cO3H1BrtvZDRUE0dBm-hotPI
gp:AOqpTOFB18E6ue8i0btmkKZVR6LCc3FBzo-gOaSjFGPK2g709-qWJAlkmv3yQRnpJPG3DneJbhFfYqr47L2JM3o,Robokitten,https://play-lh.googleusercontent.com/a-/AOh14GhemOpsaxuoxpRcfUCv65yHOXdkQdSymjqVUK9ccg,1.18.2.03,1,,"Caves and cliffs requires me to convert my worlds to the new update or else I can't play the game, there's no way to uninstall the update, and it auto-installed when auto-update is off. The new generation makes worlds take up way to much space and now MCPE that was previously 300mb is now 3.2GB. And the warden still isn't even added so I don't see why this update needs to happen so soon that it isn't even finished. Update: Now I can't even open a world, it loads, then immediately crashes.",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFB18E6ue8i0btmkKZVR6LCc3FBzo-gOaSjFGPK2g709-qWJAlkmv3yQRnpJPG3DneJbhFfYqr47L2JM3o
gp:AOqpTOEnJXJQU2mTb5B_v_svFthmc56oYLG7phV8x72tIMpL3hGod3e7ctoKJ6KAgBaavUBzH1gtgkQO-izPEys,Isaiah Rose,https://play-lh.googleusercontent.com/a/AATXAJwiksgRanGbsxNwiyIPjv-Cxzsh97cegIT1ivc4=mo,1.18.1.02,4,,"I have been playing for almost 9.5 years, I love the game, but it took 10 years apparently to patch a bug. You used to be able to not get hit through blocks, now you can! If you do not put full walls and there is a 1 pixel gap in the opposite corner you will in fact get hit and possibly die.",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEnJXJQU2mTb5B_v_svFthmc56oYLG7phV8x72tIMpL3hGod3e7ctoKJ6KAgBaavUBzH1gtgkQO-izPEys
gp:AOqpTOETw24IhQU9knVdRvy6OjorKOFl_1PyzX17UvCQEjEUe-cM2PocoR2C1Xzu8B0mW2n9AsQQYuOPukDQG2A,The Funtime Squaders,https://play-lh.googleusercontent.com/a-/AOh14Ggp4H42Tbmb6_2CM2iOS5KcyBBPAUGSVb98OxkuGQ,1.18.1.02,5,,Ive played minecraft sence i was a little kid and i've been playing it ever sence. This game gets better and better as new updates come out. But of course some times theirs probloms at the begining but at the end the end up fixing it. And when they hear your feed back they work on it right away. And with that out of the way i give it a strate 10 stars if there was any but sence there is only 5 as the max ill give them 5 star.,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOETw24IhQU9knVdRvy6OjorKOFl_1PyzX17UvCQEjEUe-cM2PocoR2C1Xzu8B0mW2n9AsQQYuOPukDQG2A
gp:AOqpTOHWJQwE-7sPyLNprlaH9mvVTE3bDte78TIhdrkaBta-T1OJPS5aYz2Xx7EWlht5N-j8vjImnPJ8MBi0Atg,Noah Hjalseth,https://play-lh.googleusercontent.com/a/AATXAJxVCChjEQ8op519sajJm7rJSHUCm9juMU-EY7iy=mo,1.18.2.03,5,,The game is an excellent sandbox game because you are able to build anything you could imagine and is has the perfect balance in difficulty when playing survival and is not a very time consuming game I also love being able to explore and find/loot structure. To me it is a five star game and a excellent time killer👏👏👍,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHWJQwE-7sPyLNprlaH9mvVTE3bDte78TIhdrkaBta-T1OJPS5aYz2Xx7EWlht5N-j8vjImnPJ8MBi0Atg
gp:AOqpTOGAqxnxgrTEMOql4iWPOnPpZV1CUgbhRa5iY0K3oIwekhANoq36WZEIAsBNaQGXKpT8WX3A-FyYe0nF-vU,McLovin It,https://play-lh.googleusercontent.com/a-/AOh14GgKmtx9liN3ybMkOhj0eE4oUqhA4F34cP17Uc2_,1.18.2.03,4,,I love the game. Ive had it for a few years now but idk why now but a day ago my co tries for moving and jumping have disappeared of the screen and its annoying. If anyone has had this happen to them and knows how to fix it please let me know. Besides that never had a issue and love the game.,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGAqxnxgrTEMOql4iWPOnPpZV1CUgbhRa5iY0K3oIwekhANoq36WZEIAsBNaQGXKpT8WX3A-FyYe0nF-vU
gp:AOqpTOGb5kcGTIjjHnIvs12VmXtIXc-lp5V9Xmsp8ep4-KrhOIRgmGEfwUHdLxf-diRYYLmZ3qV1Udn6nZcR2RA,Longlong Nexoknight,https://play-lh.googleusercontent.com/a/AATXAJyjaZp2Q6DyFHyCo-YK4GSRN_VQneQPdU9hn85R=mo,1.18.2.03,5,,"This game was what I wanted to play in YEARS! This was better than I thought. I notice one bug... if you go to one edge of the world, you can't move and there are stripped-like layers like there's a bunch of poles. And there is no ground you can stand on there. I like this game still and forever by staying at the middle of the world.",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGb5kcGTIjjHnIvs12VmXtIXc-lp5V9Xmsp8ep4-KrhOIRgmGEfwUHdLxf-diRYYLmZ3qV1Udn6nZcR2RA
gp:AOqpTOEz_fA9aYD2R27B7QIDrNg-fNixKsExdCjvD_Yyx8pgH4z9sDdAHxb0RDeCfNur4HoPv0_DGLerdeWB2aQ,Dani :D,https://play-lh.googleusercontent.com/a-/AOh14GhrkG4IWcwG3z304gzO5mFXmELrGFI-C6UzSq_mMg,1.18.2.03,4,,I love Minecraft and play it often! The only issue I have is sometimes when I hit the jump button it doesn't work but that's really my only issue Otherwise I've had no issues and I love the new update! I definitely suggest minecraft to anyone who finds themselves bored often.,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEz_fA9aYD2R27B7QIDrNg-fNixKsExdCjvD_Yyx8pgH4z9sDdAHxb0RDeCfNur4HoPv0_DGLerdeWB2aQ
gp:AOqpTOGWZt-a31xHzUUGYSL31_VeCK8vDsE01lWwYb2GA3ZhkbNWPlQTCMrD5NSKDA9aVg127NfNGHBkvUEQWU0,Marlene Schaefer,https://play-lh.googleusercontent.com/a-/AOh14Gj1f7yzwuu34BMFRAjY8GqbzFAo4_jLsQR0PwLS,1.18.2.03,3,,The game is amazing but with the Caves and Cliffs there is no flat lands. Villages are harder to find and the old seeds that were once fun to use are not fun anymore. When using old seeds you don't spawn in the place you should and the whole world is different. If there were less cliffs and less deep huge caves I think it would be better.,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGWZt-a31xHzUUGYSL31_VeCK8vDsE01lWwYb2GA3ZhkbNWPlQTCMrD5NSKDA9aVg127NfNGHBkvUEQWU0
gp:AOqpTOGAwRAAU9AmPHgT5CwLf1kvyJdx1M9X2p-2zD8J664V_MMn8UeBnPJvh0daW5nvNCF9DDSDvVD25PChKRI,KENNETH MARTIN,https://play-lh.googleusercontent.com/a-/AOh14GgIckwwEtBW9U5PeU-RA5jQXkR5C64D2acgIwcLNg,1.18.2.03,3,,Well I ain't going to lie Minecraft Pocket edition is all right but can y'all add more details into it because every time I build it glitches at times I've been playing this game for almost 2 years now and I love it but Minecraft has changed can y'all add it where y'all can download it to the Xbox or even download it to your console but otherwise it's okay not the best,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGAwRAAU9AmPHgT5CwLf1kvyJdx1M9X2p-2zD8J664V_MMn8UeBnPJvh0daW5nvNCF9DDSDvVD25PChKRI
gp:AOqpTOEdSxXYngAaAzJilcloUfn4FMNc6tWD5uPRbQFJmR5mB0KdI2JPt-DQri6UIWnCa4DSdk3BsACpWiv7exQ,Honey Pot,https://play-lh.googleusercontent.com/a-/AOh14GhVkP7Iu4aiNb4ocboaTDCPF-CkqZcfYoezrgcEqA,1.18.2.03,2,,"I love this game, I always have. However the new caves and cliffs update has deleted all the mods I paid for. Along with my worlds. I've done everything the website said to get them back but it isn't work :( someone please tell me how to fix this. I would like my mods and worlds back",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEdSxXYngAaAzJilcloUfn4FMNc6tWD5uPRbQFJmR5mB0KdI2JPt-DQri6UIWnCa4DSdk3BsACpWiv7exQ
gp:AOqpTOG7nUcdgVSTSuCvfTM0L5t6DIY1-mMQ2ne4ZZ4VWP7q8dnX5DoSFkOa4zgqS85zuDY0H6g5LSYqOPVcwbI,Luna Skyweller,https://play-lh.googleusercontent.com/a-/AOh14GhI5122i7dkGGzcktkBHSRt2uw5mIQ8am2R_ChHHw,1.18.2.03,4,,So I really love this game but when I try to scroll down in my inventory when I create a new world or any where you can usually scroll down it just won't let me I don't know if anyone else as the same thing to them but it's still fun to play but I can't access everything but still my second favorite game,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOG7nUcdgVSTSuCvfTM0L5t6DIY1-mMQ2ne4ZZ4VWP7q8dnX5DoSFkOa4zgqS85zuDY0H6g5LSYqOPVcwbI
gp:AOqpTOEq-3zswQHgWgEnY_c95Wf5sf6xBzZyKkcpSdY3WleFXRC4zr7KI2t0QlFpGRcbNNx9MDy4WirrEBJFfpU,KK berry,https://play-lh.googleusercontent.com/a/AATXAJwFpitQ2kSonNryOxPmxS9NenkNjpwI8EGfMkDk=mo,1.18.2.03,5,,"Minecraft Is very fun, because there are so many options of things you can do, The posibilities are endless. Sure there are monsters, but that can easily be fixed with the peaceful option.",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEq-3zswQHgWgEnY_c95Wf5sf6xBzZyKkcpSdY3WleFXRC4zr7KI2t0QlFpGRcbNNx9MDy4WirrEBJFfpU
gp:AOqpTOFoUjtZ_CVrCbeqlZwC44jIVTR0jr2CQjKzPJtKKNydtCfvCz81OmfVxKA3bEmQhINuVEhfhiZ5y9xqBlo,Milo Æ,https://play-lh.googleusercontent.com/a-/AOh14GhVpnHfydEGBfJDRViaBiDiHzah51ILxu7Pva5j,1.18.2.03,3,,"I like Minecraft, don't get me wrong its a good game. But I can't even play it correctly cause it keeps logging me out :/. I've tried many times to log back in but it still keeps telling me something went wrong and to try again later. I've uninstalled it an installed it again and the same problem keeps happening.",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFoUjtZ_CVrCbeqlZwC44jIVTR0jr2CQjKzPJtKKNydtCfvCz81OmfVxKA3bEmQhINuVEhfhiZ5y9xqBlo
gp:AOqpTOHvFcljTbpttQNU3xiVZPEVYakJ0ESCaDRJv8IuKJEicMGkKY1meYw2YkiNKbcr3AnWgYe4pErahQQ-J9U,Ghosty Sins,https://play-lh.googleusercontent.com/a-/AOh14GiUiJqdGdraOzAb0PHQEmXNjmHjXbT8SmulCkRxce8,1.18.2.03,3,,Don't get me wrong Minecraft is my favorite game. Although all the worlds I had save is deleted. Also now everytime i go in I'm logged out and i have to sign in every time. It doesn't even save any of the changes in my settings or the skin i had for that account every time. And I'm afraid of even doing as it said to get my worlds back after seeing the views from what happens if I did do that.,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHvFcljTbpttQNU3xiVZPEVYakJ0ESCaDRJv8IuKJEicMGkKY1meYw2YkiNKbcr3AnWgYe4pErahQQ-J9U
gp:AOqpTOF8THuh6OF8UUZESx6pHOklN6bo8kg3_3pQIdKSh3Y8tF1hZ8kIOXCGn9ipKzM2ZNf28xv5Fhal5cygVVc,Drew Davis,https://play-lh.googleusercontent.com/a/AATXAJxthYII_QCZJWt8HTT0NluPkUrTbh6fAH2w6l-S=mo,1.18.2.03,3,,"Ds4 controller works. Had an issue with my old phone where it wouldn't. Overall, good minecrafting experience. But, purchased marketplace skins can be slow to load up and seem to rely on an internet connection to validate. Also, a lot of really significant bugs, like villagers and other friendly mobs disappearing",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOF8THuh6OF8UUZESx6pHOklN6bo8kg3_3pQIdKSh3Y8tF1hZ8kIOXCGn9ipKzM2ZNf28xv5Fhal5cygVVc
gp:AOqpTOEXzBSbGqnA1smoq0j-8K2LwLBIirka48W6D39fD1hHDwdHozU2OZApUlJS_36gzhRw8yWVkXl5X-zluoI,Misty Kennedy,https://play-lh.googleusercontent.com/a-/AOh14GgvxiJ2d12DuOw5kMsaBGqb-E567E5F1E373_1CXg,1.18.2.03,4,,I love minecraft i played since 2019 a year before the virus. But because of this new update there has been a annoying glitch. And the glitch frezzes my game i can move but i can't here anything. When i break a block diring the glitch it won't drop the glitch only last a couple of seconds. But it dose thid multiple times and its annoying.,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEXzBSbGqnA1smoq0j-8K2LwLBIirka48W6D39fD1hHDwdHozU2OZApUlJS_36gzhRw8yWVkXl5X-zluoI
gp:AOqpTOEL2d0IDGI69O86rNnPL_BPC3j_-xYVIQPVVmd6gOiEK3ciDCeXnmWlA0D-Lc2K3HAru-gcwLw9bkCEQQE,lizzie junot,https://play-lh.googleusercontent.com/a/AATXAJx2fNibcmgc_rySVhvbYR5-JcHC_5DpowV5koKV=mo,1.18.2.03,5,,"Maybe mojang you should add more free items for the people who do not have money for minecoins. But overall good game aside from the minecoins deal. Also add more dimensions aside from the nether, and the end, like how about since you have the nether like hell add one like heaven. Just what I am saying/asking it is a possibility. GOOD GAME MOJANG",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEL2d0IDGI69O86rNnPL_BPC3j_-xYVIQPVVmd6gOiEK3ciDCeXnmWlA0D-Lc2K3HAru-gcwLw9bkCEQQE
